epoch,train_loss,train_acc,val_loss,val_acc,learning_rate,time_seconds
1,0.303519,0.9103,0.087471,0.9745,1.000000e-04,21.40
2,0.047262,0.9873,0.066176,0.9795,1.000000e-04,21.39
3,0.013717,0.9977,0.058890,0.9817,1.000000e-04,21.38
