epoch,train_loss,train_acc,val_loss,val_acc,learning_rate,time_seconds
1,0.300015,0.9108,0.087053,0.9740,1.000000e-04,21.29
2,0.044890,0.9880,0.065584,0.9802,1.000000e-04,21.39
3,0.013031,0.9979,0.058645,0.9825,1.000000e-04,21.49
