epoch,train_loss,train_acc,val_loss,val_acc,learning_rate,time_seconds
1,0.300834,0.9118,0.091848,0.9720,1.000000e-04,23.76
2,0.047500,0.9866,0.065572,0.9803,1.000000e-04,20.69
3,0.013528,0.9977,0.061739,0.9806,1.000000e-04,21.09
