epoch,train_loss,train_acc,val_loss,val_acc,learning_rate,time_seconds
1,0.300663,0.9122,0.085904,0.9734,1.000000e-04,21.47
2,0.044699,0.9880,0.065224,0.9801,1.000000e-04,21.51
3,0.012981,0.9979,0.058227,0.9812,1.000000e-04,21.42
