epoch,train_loss,train_acc,val_loss,val_acc,learning_rate,time_seconds
1,0.291287,0.9140,0.088102,0.9744,1.000000e-04,21.44
2,0.045294,0.9874,0.067645,0.9794,1.000000e-04,21.45
3,0.012661,0.9979,0.059019,0.9826,1.000000e-04,21.48
