epoch,train_loss,train_acc,val_loss,val_acc,learning_rate,time_seconds
1,0.296019,0.9110,0.086566,0.9739,1.000000e-04,21.31
2,0.045469,0.9874,0.065635,0.9802,1.000000e-04,21.34
3,0.012947,0.9980,0.059032,0.9827,1.000000e-04,21.40
